,f_value,p_value,variance,correlation_to_target,LGBMRegressor_rfe_rank,RandomForestRegressor_rfe_rank,GradientBoostingRegressor_rfe_rank,AdaBoostRegressor_rfe_rank,ExtraTreesRegressor_rfe_rank,LGBMRegressor_feature_importance,XGBRegressor_feature_importance,RandomForestRegressor_feature_importance,GradientBoostingRegressor_feature_importance,AdaBoostRegressor_feature_importance,ExtraTreesRegressor_feature_importance
Utilities_ordinal_encoded,0.22630390489026003,0.634350482139016,0.00278163982122734,0.012556998179233624,216,295,288,61,299,0,0.0,1.059758189177276e-05,0.0,0.0,4.3894121095371405e-06
WoodDeckSF,173.35592376017055,1.8481215897164175e-37,0.5345625392276235,0.32830557817338457,12,23,38,24,65,67,0.00075054495,0.002199453357207303,0.0011820966175436298,0.0028800098692087273,0.0011559609870012083
WoodDeckSF_binned_5,203.7116513263771,2.5688794255679813e-43,0.6555294534687931,0.3525791803716517,217,78,287,43,55,0,0.0,0.0004052224317068585,0.0,0.0,0.0011441201187207823
YearRemodAdd_1950,244.74035326861446,4.6767563990091096e-51,0.10800162133184567,0.3817083966594399,35,42,23,34,28,11,0.0070033004,0.0012107906693151855,0.003786217637415045,0.004261978893687057,0.0037498259401246865
YearRemodAdd_1951,1.6457564743930089,0.19974464464680344,0.0027758285959740797,0.033846045890005554,237,263,298,211,253,0,0.0,6.563902567773243e-06,0.0,0.0,3.872005178810845e-05
YearRemodAdd_1952,7.292682525226941,0.007005020195037423,0.003467364401112075,0.07110775277071998,238,252,302,213,252,0,0.0,1.2506133088919085e-06,0.0,0.0,3.678876560100994e-05
YearRemodAdd_1953,0.8483448702752467,0.3571758020041409,0.006223822246241955,0.024307032021106293,221,258,183,215,266,0,0.00016154187,8.381142950456009e-06,0.0,0.0,8.716220635528171e-06
YearRemodAdd_1954,9.724199002163969,0.001854727844517869,0.009647602457954579,0.08204166117362073,241,213,169,218,203,0,0.00025442155,3.023337819775467e-05,0.0,0.0,0.00012148385318996809
YearRemodAdd_1955,5.217394682602535,0.0225075211437585,0.006223822246241955,0.06018840292442336,245,260,213,219,262,0,0.0,3.694527919240167e-06,0.0,0.0,1.8363325833103723e-05
YearRemodAdd_1956,5.69083572394476,0.017182823750551406,0.006910515363668897,0.0628496158807981,249,232,217,220,222,0,8.3350504e-05,1.5121333603591049e-05,0.0,0.0,9.696347500540883e-05
YearRemodAdd_1957,3.447504488506792,0.06355214923004993,0.006223822246241955,0.048955941998749856,287,279,219,221,273,0,0.0,1.7358642994954511e-06,0.0,0.0,1.597800129880132e-05
YearRemodAdd_1958,8.104312370031282,0.004478858532655316,0.010329452887670466,0.07493922954198236,289,206,69,223,221,0,0.0,0.00016884852335851064,0.00019607364947488986,0.0,0.00011753596527749653
YearRemodAdd_1959,5.244538452668877,0.022160301911770198,0.012369192951564889,0.06034419783000828,291,237,233,224,224,0,0.0009496137,2.1136592194882594e-05,0.0,0.0,7.675629891097348e-05
YearRemodAdd_1960,1.942172685063104,0.1636486104453512,0.008280995985896157,0.03676412850072305,293,207,235,225,211,0,0.0008543451,4.1542853403267226e-05,0.0,0.0,5.0426252197673384e-05
YearRemodAdd_1961,2.9463221746358492,0.08628904433244029,0.005536160591272798,0.04526565197288091,296,259,316,226,249,0,0.00013642022,1.2905045034381791e-05,0.0,0.0,5.075359869545278e-05
YearRemodAdd_1962,1.8664010172423076,0.17210189172754206,0.009647602457954577,0.03604078871234208,313,248,241,227,265,0,0.00022853921,3.94215720825213e-06,0.0,0.0,1.9233377648265792e-05
YearRemodAdd_1963,2.7143876016786295,0.09966605778150166,0.008964783490696468,0.04345098460241031,315,204,243,229,213,0,0.00028737902,4.045726779207051e-05,0.0,0.0,9.197093658977721e-05
YearRemodAdd_1964,0.19637270952552727,0.6577315557279682,0.007596239943553631,0.011697280441565431,300,242,245,231,241,0,0.00015328656,5.1468693050032456e-06,0.0,0.0,4.783040766333629e-05
YearRemodAdd_1965,10.209580566691914,0.001427527239923417,0.011690248134475622,0.0840501580337491,304,138,59,233,124,0,0.0021529817,0.0001373546758521614,0.00023516798902281955,0.0,0.0006085823695628214
YearRemodAdd_1966,2.141501714251917,0.14358049175591958,0.010329452887670466,0.0386019681122836,303,239,251,235,242,0,0.00016289677,3.308060241098384e-05,0.0,0.0,5.215559805617431e-05
YearRemodAdd_1967,4.853969218311053,0.027741015933693478,0.008280995985896157,0.0580616381681019,299,219,252,237,243,0,0.00032257664,2.061684832136859e-05,1.3333931942645677e-05,0.0,4.3535792835886104e-05
YearRemodAdd_1968,0.9958056867516116,0.3184957788306525,0.011010334779844153,0.02633362915760354,324,211,255,239,212,0,0.0007329493,2.5951557949269356e-05,0.0,0.0,8.410060393576985e-05
YearRemodAdd_1969,0.5264621274228867,0.4682163734558483,0.009647602457954577,0.019150405127518488,295,216,269,241,204,0,8.823753e-05,2.1641530638860006e-05,0.0,0.0,0.00011595758245651266
YearRemodAdd_1970,8.81578974291773,0.0030359098329414743,0.017765884136759443,0.0781402359622174,124,200,259,243,193,2,0.00015024444,4.6178865645904144e-05,0.0,0.0,9.542630114789371e-05
YearRemodAdd_1971,14.501857845804466,0.00014592683409804977,0.012369192951564889,0.1000235890031732,278,177,260,245,197,0,0.0,8.065403304741937e-05,0.0,0.0,0.00012464542175051095
YearRemodAdd_1972,10.33687763473635,0.0013330161068165758,0.013047169231111945,0.08456879563057243,276,212,265,247,219,0,0.00010709987,2.976504762265983e-05,0.0,0.0,7.600932762383556e-05
YearRemodAdd_1973,4.034653521719263,0.04476186840462286,0.007596239943553631,0.052950186792436654,272,226,267,249,260,0,0.0027159338,2.494006122287331e-05,0.0,0.0,2.5075053124184593e-05
YearRemodAdd_1974,0.09320156918404159,0.7601900842236103,0.004847530398761433,0.008058821912866462,269,272,268,251,278,0,0.0005830135,1.7151445216199004e-06,0.0,0.0,4.415416597703997e-06
YearRemodAdd_1975,0.11554763202473725,0.7339642775360542,0.006223822246241955,0.008972988065163945,305,265,292,253,230,0,0.0,5.4932789319146816e-06,0.0,0.0,7.519888708033246e-05
YearRemodAdd_1976,0.8175116468677948,0.3660604692482662,0.02044098482834366,0.023861478587245754,307,179,297,255,192,0,0.00024912323,7.763294713780681e-05,0.0,0.0,0.00012723732224343548
YearRemodAdd_1977,0.5428011039776885,0.46139459994278376,0.016422522565714057,0.01944519435667903,134,39,207,257,106,2,0.0029915916,0.0012959232571890255,0.0,0.0004417772038118961,0.0006658309265029875
YearRemodAdd_1978,0.3988995606272362,0.5277587116617195,0.011010334779844153,0.016670379034716347,312,234,197,258,237,0,0.0003502605,1.6106261671788876e-05,0.0,0.0,4.8645286944782326e-05
YearRemodAdd_1979,1.1743365459025452,0.2786940259500142,0.006910515363668897,0.028595171614143083,267,256,150,259,194,0,0.0002597137,6.200478452272542e-06,0.0,0.0,0.0001052477113792712
YearRemodAdd_1980,0.763986210970434,0.3822301713547104,0.008280995985896157,0.02306753734034435,239,250,274,261,244,0,0.0,1.7632156427803944e-05,0.0,0.0,4.0700046149098215e-05
YearRemodAdd_1981,0.2881145966760725,0.5915144877242526,0.005536160591272798,0.014168148051951287,240,284,163,262,283,0,0.0,1.1617717408595155e-06,3.639802681619558e-05,0.0,1.3309479359088213e-05
YearRemodAdd_1982,5.0973553919562695,0.024112095337516026,0.004847530398761432,0.059494460489705636,308,267,279,263,289,0,0.0,1.2335995808358643e-06,0.0,0.0,3.530549457755193e-05
YearRemodAdd_1983,1.2023068773092458,0.2730450688539082,0.003467364401112075,0.028933425618748294,219,280,271,265,281,0,0.0,2.8245322729498335e-06,0.0,0.0,5.867143497032555e-06
YearRemodAdd_1984,0.3126739455653178,0.576131216045594,0.004847530398761432,0.014759532005118961,250,246,293,267,227,0,0.0,5.4809789926362155e-06,0.0,0.0,3.843736711313844e-05
YearRemodAdd_1985,0.05008155730357765,0.8229532736008854,0.006223822246241955,0.005907522489380107,318,247,275,269,269,0,6.870235e-05,5.819407946740542e-06,0.0,0.0,1.6003484432568803e-05
YearRemodAdd_1986,0.5050881804605383,0.47738839908728403,0.0034673644011120747,0.018757771224360512,323,273,299,270,291,0,0.0,2.861561174924721e-06,0.0,0.0,9.986788947338255e-06
YearRemodAdd_1987,0.523848346631456,0.4693226548257803,0.006223822246241955,0.01910282437102228,321,271,289,271,248,0,6.53239e-05,1.1056504593824639e-05,0.0,0.0,2.1514576284972827e-05
YearRemodAdd_1988,0.8778853972420176,0.3489391639255086,0.006223822246241955,0.024726358355292594,317,261,303,273,238,0,0.0,2.658220503322889e-06,0.0,0.0,6.838552303450379e-05
YearRemodAdd_1989,1.7634984464047583,0.1843999310182961,0.007596239943553631,0.03503441722514323,259,62,305,275,181,0,0.0011129779,0.000687335147669311,0.0,0.0,0.0001510477429260999
YearRemodAdd_1990,1.0478736480023165,0.3061698441170826,0.009647602457954579,0.02701282470297688,252,249,307,276,259,0,0.0,4.168191023299262e-06,0.0,0.0,2.0221889920512713e-05
YearRemodAdd_1991,0.47595933337772267,0.4903698478692614,0.009647602457954579,0.01820903631429577,231,231,308,277,220,0,0.00397784,1.4468085939540099e-05,0.0,0.0,8.528153036466229e-05
YearRemodAdd_1992,0.003558235250534234,0.9524419479831513,0.011690248134475622,0.0015746746641546916,242,266,311,279,240,0,0.0003617037,1.1316517630106238e-05,0.0,0.0,4.796552047519609e-05
YearRemodAdd_1993,3.2442105282450218,0.07188607680139722,0.012369192951564889,0.04749393979954889,232,208,312,281,205,0,9.869962e-05,2.8775659752749745e-05,0.0,0.0,0.00015313407582236694
YearRemodAdd_1994,7.728140946581044,0.005507656372805338,0.015075286844499849,0.07318890769859353,222,192,322,283,199,0,0.00039518898,3.70254770435966e-05,0.0,0.0,5.3745989648688426e-05
YearRemodAdd_1995,0.8231617929364218,0.3644096782699159,0.02044098482834366,0.02394374754568455,155,229,320,285,218,0,0.00023302437,1.686262213111796e-05,0.0,0.0,8.024137862187008e-05
YearRemodAdd_1996,1.1679687398890035,0.28000059504762637,0.023763068598124236,0.02851760120502693,161,172,317,287,164,0,0.00058275537,0.00011314298446879028,0.0,0.0,0.00027088751196138625
YearRemodAdd_1997,7.090001403771196,0.00783817119691373,0.017094687620007855,0.07011758953354674,135,169,66,289,165,1,0.00080147176,9.545071173571143e-05,0.00027356710013118503,0.0,0.0002005363274707505
YearRemodAdd_1998,7.550592408531718,0.006074141399579357,0.024424579739453712,0.07234774293963928,175,183,319,291,178,0,0.0018709938,6.439303412816334e-05,0.0,0.0,0.00020921541033254516
YearRemodAdd_1999,6.20150327351944,0.012876589512814915,0.02044098482834366,0.06559732587878514,151,197,166,294,195,0,0.0002841981,4.250024290788129e-05,0.0,0.0,0.00012230039618953085
YearRemodAdd_2000,1.9172126189218375,0.16637951371340018,0.03680926929169397,0.0365274425041604,150,190,205,295,184,0,0.00025668388,5.1168882930336396e-05,0.0,0.0,0.0001308947797555499
YearRemodAdd_2001,1.6886705595247211,0.19398503355904545,0.014400216177579427,0.03428397205576887,131,224,103,297,231,3,0.00083277724,2.8578529574484132e-05,4.571674138650367e-05,0.0,5.261639579327587e-05
YearRemodAdd_2002,10.903750383275005,0.0009832996261572749,0.030986421587926992,0.08683968876703933,183,166,247,299,161,0,0.00039488348,0.00012517552649856186,0.0,0.0,0.00032716702997682853
YearRemodAdd_2003,3.283895141881975,0.07017163442103032,0.03423102235433073,0.047782881050064244,103,162,152,301,129,3,0.0006395972,0.00016150662009056557,0.0,0.0,0.0004250065669780176
YearRemodAdd_2004,5.527410393485838,0.0188554639285039,0.0406475835714725,0.06194412065597916,140,148,220,303,147,1,0.00012546827,0.00012387758041938732,0.0,0.0,0.00023779843707908972
YearRemodAdd_2005,18.500932897965043,1.8130018774477813e-05,0.04821961007647088,0.11282079522828733,234,161,93,305,150,0,0.00027408483,0.00010372959156371713,9.29750378991404e-05,0.0,0.0002916925559259638
YearRemodAdd_2006,40.71482527473816,2.371287899198224e-10,0.06113505820184226,0.1661020787153361,126,132,158,307,120,5,0.00042858085,0.00018615473216466077,0.0,0.0,0.0005826699770079481
YearRemodAdd_2007,28.58930760452128,1.0398197490148956e-07,0.04946805496837966,0.13976299695334074,117,89,105,309,104,5,0.0009366479,0.00037541412743853685,8.140460340691833e-05,0.0,0.0007223501882187008
YearRemodAdd_2008,44.03457902693422,4.5601000819092006e-11,0.02574469640948605,0.17254713816815453,179,128,49,311,139,0,0.0015549781,0.00022163844842651697,0.00023633133613708087,0.0,0.00028590522707153934
YearRemodAdd_2009,33.39450495184328,9.214073237544414e-09,0.015075286844499849,0.15080513493671538,96,193,57,313,191,8,0.006310704,5.8964441994207456e-05,0.00023252550707808127,0.0,0.00012875771895206773
YearRemodAdd_2010,13.756513274321648,0.00021603294524919595,0.00415793166870786,0.09744431007318127,147,221,132,315,250,0,0.0,3.35483379880515e-05,0.0,0.0,4.0101511242986904e-05
YrSold_2006,0.07995101325988754,0.7774045866428052,0.16839574831389723,0.007464039645615702,70,116,155,316,86,10,0.0009011324,0.0002797824115825472,0.0,0.0,0.0009099390261836668
YrSold_2007,1.0378297534136436,0.3084984714505821,0.17425055775655712,0.026883147708546752,66,70,133,319,81,6,0.0005684484,0.00041132141797247843,0.0,0.0,0.0008287015333558239
YrSold_2008,0.06807134402248045,0.7942033157473711,0.16437147482601433,0.006887251016056531,85,86,94,321,88,6,0.00025648638,0.0004478586220451114,8.931021897245892e-05,0.0,0.0007336369144644851
YrSold_2009,0.2451876378490735,0.6205599908427375,0.17840558381263835,0.013070320440040596,38,76,323,322,72,14,0.0014963516,0.00041636278861014684,0.0,0.0,0.0009036342762148672
YrSold_2010,0.48104797215906864,0.4880602587896421,0.10642387367558544,0.018306084494486938,100,113,324,323,110,7,0.00068741874,0.00021446434048797192,0.0,0.0,0.00047762224116835246
