,f_value,p_value,variance,correlation_to_target,LGBMClassifier_rfe_rank,RandomForestClassifier_rfe_rank,GradientBoostingClassifier_rfe_rank,ExtraTreesClassifier_rfe_rank,AdaBoostClassifier_rfe_rank,XGBClassifier_rfe_rank,LGBMClassifier_feature_importance,RandomForestClassifier_feature_importance,GradientBoostingClassifier_feature_importance,ExtraTreesClassifier_feature_importance,AdaBoostClassifier_feature_importance,XGBClassifier_feature_importance
YearsAtCompany_binned_5_woe_encoded,51.728503312611515,1.139113826415265e-12,1.0324137043529613,0.2064449106303997,508,175,553,84,88,269,0,0.0007746409713815591,0.0,0.0017447958829213015,0.0,0.0
YearsInCurrentRole,29.628305988650066,6.38029842307412e-08,0.5054588396452568,0.15768232145260178,246,422,551,458,75,148,2,0.0004045678207739823,0.0,0.001281086625043825,0.0,0.0040399837
YearsInCurrentRole*YearsSinceLastPromotion,2.5704336273082298,0.10914964389465674,4.771463007387388,0.046980790192695805,240,248,90,216,69,337,1,0.00215156550725008,0.004577174998760077,0.0013696127113209658,0.0,0.0
YearsInCurrentRole*YearsSinceLastPromotion_binned_5,5.1874891480485354,0.02293108075802193,0.6230994851265338,0.06666659724513126,382,557,550,549,58,339,0,0.0002641329925246997,0.0,0.0008407204246914345,0.0,0.0
YearsInCurrentRole*YearsSinceLastPromotion_binned_5_catboost_encoded,0.1543579474316325,0.6944771182965017,0.3495006301063307,0.011524778570929277,174,363,357,457,53,34,7,0.001015724651746068,0.004531790912777617,0.0013111777142899824,0.0,0.007683145
YearsInCurrentRole*YearsSinceLastPromotion_binned_5_target_encoded,0.15646469027905321,0.6925050784588942,0.3504328248241562,0.011603149053162004,322,389,78,350,52,319,0,0.0011201449742683706,0.0,0.0012562181507099505,0.0,0.0
YearsInCurrentRole*YearsSinceLastPromotion_binned_5_woe_encoded,0.6725957717795128,0.4123162577280648,0.5258263704194337,0.024051842334964418,208,367,373,255,54,129,2,0.0011883050570407109,0.0,0.0016076345649180784,0.0,0.00786902
YearsInCurrentRole*YearsWithCurrManager,17.678755504670715,2.8161028073994752e-05,0.6192279835680969,0.12241762951545845,272,346,489,503,34,159,1,0.001559446304249601,0.0,0.0005127036855227041,0.02,0.004067567
YearsInCurrentRole*YearsWithCurrManager_binned_5,26.24372350943191,3.520836744670455e-07,0.7156547513609902,0.148614081712762,474,559,364,556,491,328,0,0.0003408508039317236,0.0,0.0009364908006861357,0.0,0.0
YearsInCurrentRole*YearsWithCurrManager_binned_5_catboost_encoded,26.117812946183783,3.752651445865455e-07,1.285285985791594,0.14826500276626423,242,441,412,474,493,278,1,0.000566935373979434,0.0,0.0011873408972215237,0.0,0.0
YearsInCurrentRole*YearsWithCurrManager_binned_5_target_encoded,26.12666964387161,3.735855579950458e-07,1.2836445994124692,0.14828958668137945,464,485,507,541,495,327,0,0.0005812937824566617,0.0,0.001133126447766164,0.0,0.0
YearsInCurrentRole*YearsWithCurrManager_binned_5_woe_encoded,27.66406057500767,1.7169324986537264e-07,1.5899316921807942,0.1524915548039766,459,489,549,517,497,322,0,0.00023052227063126752,0.0,0.0009649694532578966,0.0,0.0
YearsInCurrentRole^2,16.43571385458581,5.3678759888422344e-05,0.959410855059387,0.1180976723304266,453,440,476,509,499,303,0,0.0005592586151848939,0.0,0.0005978691457704598,0.0,0.0
YearsInCurrentRole^2_binned_5,29.85340876998796,5.6973542373678263e-08,0.3232209335624284,0.15826524060771066,366,536,475,555,500,310,0,0.0003211414890101112,0.0,0.0007451307363757659,0.0,0.0
YearsInCurrentRole^2_binned_5_catboost_encoded,31.322714321596514,2.7241216117793082e-08,1.234594522698233,0.16201332723164324,469,437,451,414,501,137,0,0.0007609665545203183,0.0,0.0012548298968627092,0.0,0.0036718233
YearsInCurrentRole^2_binned_5_target_encoded,31.332060212804738,2.711382853160527e-08,1.225015833908686,0.1620368612102883,495,334,361,420,503,300,0,0.0007006418487607331,0.0,0.0011842674059259497,0.0,0.0
YearsInCurrentRole^2_binned_5_woe_encoded,30.995308657265156,3.210407121646984e-08,0.7457805054664256,0.16118648132873356,212,250,176,323,505,35,8,0.0015023570174363709,0.002405832481973636,0.0011028943323663064,0.0,0.007529118
YearsInCurrentRole_binned_5,29.85340876998796,5.6973542373678263e-08,0.3232209335624284,0.15826524060771066,435,549,356,557,507,304,0,0.0004557465096369291,0.0,0.0009073192461992735,0.0,0.0
YearsInCurrentRole_binned_5_catboost_encoded,31.322714321596514,2.7241216117793082e-08,1.234594522698233,0.16201332723164324,365,287,386,553,509,281,0,0.0014614856405673197,0.0008152379617938686,0.0005326775141109833,0.0,0.0
YearsInCurrentRole_binned_5_target_encoded,31.332060212804738,2.711382853160527e-08,1.225015833908686,0.1620368612102883,394,384,138,479,511,270,0,0.0005582277055550551,0.0011654847354093116,0.0004843051340799383,0.0,0.0
YearsInCurrentRole_binned_5_woe_encoded,30.995308657265156,3.210407121646984e-08,0.7457805054664256,0.16118648132873356,326,369,49,473,513,261,0,0.0018420292935356066,0.0028856382044314126,0.001130802245446481,0.0,0.0
YearsSinceLastPromotion,1.4251631494373458,0.23279909551778882,1.089117705139156,0.03499959877573931,401,366,73,143,515,253,0,0.001746086627619968,0.0,0.0014202697053624395,0.0,0.0
YearsSinceLastPromotion*YearsWithCurrManager,1.707602714685504,0.1915552568182071,5.9309834891796545,0.03830641262587266,258,294,432,465,517,243,5,0.0015628796666625683,0.0,0.0009152996406065804,0.0,0.0
YearsSinceLastPromotion*YearsWithCurrManager_binned_5,4.912494101281544,0.026856212798969034,0.6249239794050614,0.06488314250466658,337,554,539,547,519,220,0,0.0001572695803048224,0.0,0.0007220120226874087,0.0,0.0
YearsSinceLastPromotion*YearsWithCurrManager_binned_5_catboost_encoded,1.426214171055556,0.2326270057320603,0.2663091450664222,0.035012486239821936,199,412,332,481,521,236,6,0.0008927230627099193,0.0,0.0009720425121912908,0.0,0.0
YearsSinceLastPromotion*YearsWithCurrManager_binned_5_target_encoded,1.4304419959307932,0.231936310982062,0.26680079919318117,0.03506427908897033,358,516,242,363,523,222,0,0.0006220079890960213,0.0,0.0014103143325435398,0.0,0.0
YearsSinceLastPromotion*YearsWithCurrManager_binned_5_woe_encoded,2.532153001390722,0.11181991331310301,0.26249825185359227,0.04663040955153459,259,368,307,343,525,205,1,0.0006018340274356659,0.0,0.001380379802159692,0.0,0.0
YearsSinceLastPromotion^2,0.5048080223023624,0.477537672976425,15.06840409308077,0.020838465971623452,319,501,249,328,527,196,0,0.001295366207913857,0.0037090972784220373,0.0020424824570999967,0.0,0.0
YearsSinceLastPromotion^2_binned_5,4.699178696563707,0.030379540801460665,0.5780893884106234,0.0634645980914836,368,541,215,562,529,189,0,0.00019216281080385627,0.0,0.0003719923057249782,0.0,0.0
YearsSinceLastPromotion^2_binned_5_catboost_encoded,0.16844230626894416,0.6815755676359376,0.3502611297363743,0.012039017627191492,211,415,230,432,531,190,1,0.0009950002879668984,0.0,0.001516523294494942,0.0,0.0
YearsSinceLastPromotion^2_binned_5_target_encoded,0.16963025006718221,0.6805165854928215,0.3502255889212557,0.012081389609870938,317,414,299,463,533,194,0,0.0007962616136072765,0.0,0.0009053256574332265,0.0,0.0
YearsSinceLastPromotion^2_binned_5_woe_encoded,0.6618662877062478,0.41606851403746636,0.31559070013446133,0.023859339460261367,268,456,208,475,535,195,2,0.0008163564679355788,0.0,0.0014372411122390936,0.0,0.0
YearsSinceLastPromotion_binned_5,4.699178696563707,0.030379540801460665,0.5780893884106234,0.0634645980914836,341,565,200,554,537,188,0,0.00015744847321644707,0.0,0.0007309403048604934,0.0,0.0
YearsSinceLastPromotion_binned_5_catboost_encoded,0.16844230626894416,0.6815755676359376,0.3502611297363743,0.012039017627191492,316,335,206,495,539,210,0,0.0008692873681746745,0.0,0.0011503079702436696,0.0,0.0
YearsSinceLastPromotion_binned_5_target_encoded,0.16963025006718221,0.6805165854928215,0.3502255889212557,0.012081389609870938,318,284,213,415,541,213,0,0.0011980008051249345,0.0,0.001181647216772097,0.0,0.0
YearsSinceLastPromotion_binned_5_woe_encoded,0.6618662877062478,0.41606851403746636,0.31559070013446133,0.023859339460261367,313,378,221,397,543,230,0,0.000413553555155147,0.0,0.0016926913077671385,0.0,0.0
YearsWithCurrManager,25.16829269055681,6.073087612041515e-07,0.49528276709061064,0.14560313754945964,236,442,231,530,545,232,2,0.0015518841440668894,0.0,0.0010192095721223877,0.0,0.0
YearsWithCurrManager^2,14.722122257636205,0.00013127761506993545,0.8687334034002118,0.11185315816096054,309,491,252,542,547,234,0,0.0007896459236956196,0.0,0.0008965823347794511,0.0,0.0
YearsWithCurrManager^2_binned_5,36.245141671636794,2.33013103037814e-09,0.5156255535480214,0.17392101545003036,312,512,285,551,550,292,0,0.00040980859134026533,0.0,0.000700080253329674,0.0,0.0
YearsWithCurrManager^2_binned_5_catboost_encoded,42.24679240517698,1.1913588696684624e-10,4.367981457115788,0.18730057956672455,219,417,66,207,551,180,2,0.002076333706768379,0.0,0.0016893794283831362,0.0,0.0035300506
YearsWithCurrManager^2_binned_5_target_encoded,42.24522059703478,1.1922831195571034e-10,4.394939432047851,0.18729721747146663,419,110,552,493,552,557,0,0.0018582611042590761,0.0006199241393464943,0.0019941180876743947,0.0,0.0
YearsWithCurrManager^2_binned_5_woe_encoded,42.901905466395256,8.624464562347899e-11,1.9950162322478413,0.1886958918824728,301,421,560,528,553,558,1,0.0007242573841430497,0.0,0.0010305658100748397,0.0,0.0
YearsWithCurrManager_binned_5,36.245141671636794,2.33013103037814e-09,0.5156255535480214,0.17392101545003036,564,540,562,532,555,559,0,0.000311260527565989,0.0,0.0010465131527184661,0.0,0.0
YearsWithCurrManager_binned_5_catboost_encoded,42.24679240517698,1.1913588696684624e-10,4.367981457115788,0.18730057956672455,565,321,563,386,557,560,0,0.0008230412628726255,0.0025158445553175625,0.001611015003254722,0.0,0.0
YearsWithCurrManager_binned_5_target_encoded,42.24522059703478,1.1922831195571034e-10,4.394939432047851,0.18729721747146663,567,313,564,408,559,561,0,0.0015703192081016031,0.0,0.0016171501256529448,0.0,0.0
YearsWithCurrManager_binned_5_woe_encoded,42.901905466395256,8.624464562347899e-11,1.9950162322478413,0.1886958918824728,568,471,565,390,560,563,0,0.0009445804985618895,0.0,0.001114019714460705,0.0,0.0
